,precision,recall,f1-score,support
0,1.0,0.40476190476190477,0.576271186440678,42.0
1,0.6268656716417911,1.0,0.7706422018348624,42.0
accuracy,0.7023809523809523,0.7023809523809523,0.7023809523809523,0.7023809523809523
macro avg,0.8134328358208955,0.7023809523809523,0.6734566941377702,84.0
weighted avg,0.8134328358208955,0.7023809523809523,0.6734566941377702,84.0
