,precision,recall,f1-score,support
0,0.7794117647058824,0.8548387096774194,0.8153846153846154,62.0
1,0.64,0.5161290322580645,0.5714285714285714,31.0
accuracy,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677
macro avg,0.7097058823529412,0.685483870967742,0.6934065934065934,93.0
weighted avg,0.7329411764705882,0.7419354838709677,0.734065934065934,93.0
