fpr,tpr,threshold
0.0,0.0,1.9995468
0.0,5.075111652456354e-05,0.9995467
0.0,0.008678440925700366,0.9950767
0.0,0.008779943158749493,0.995074
0.0,0.014667072675598863,0.9931212
0.0,0.01476857490864799,0.9931078
0.0,0.024208282582216807,0.9905427
0.0,0.024309784815265936,0.99052995
0.0,0.0313134388956557,0.98849213
0.0,0.03141494112870483,0.9884765
0.0,0.0329882257409663,0.9879287
0.0,0.03308972797401543,0.9879247
0.0,0.03461226146975233,0.9874693
0.0,0.034713763702801465,0.98746467
0.0,0.056993503857084855,0.980652
0.0,0.05709500609013398,0.9806393
0.0,0.058262281770198945,0.9803398
0.0,0.05836378400324807,0.98033834
0.0,0.05932805521721478,0.9800759
0.0,0.0594295574502639,0.98002005
0.0,0.07531465692245229,0.9746971
0.0,0.07541615915550143,0.9746864
0.0,0.09480308566788469,0.96712387
0.0,0.09490458790093383,0.96712095
0.0,0.09678237921234267,0.96636724
0.0,0.0968838814453918,0.9663404
0.0,0.10053796183516038,0.96468073
0.0,0.1006394640682095,0.96465397
0.0,0.1088611449451888,0.9615147
0.0,0.10896264717823792,0.9614845
0.0,0.11307348761672757,0.9594189
0.0,0.1131749898497767,0.9593539
0.0,0.14682298010556233,0.942211
0.0,0.14692448233861144,0.9422093
0.0,0.1915347137637028,0.9107107
0.0,0.19163621599675193,0.9106829
0.0,0.2052882663418595,0.90120375
1.0706867384740573e-05,0.2052882663418595,0.90119296
1.0706867384740573e-05,0.2093483556638246,0.89855003
2.1413734769481146e-05,0.2093483556638246,0.89848727
2.1413734769481146e-05,0.21320544051969142,0.895999
2.1413734769481146e-05,0.21330694275274056,0.8959789
2.1413734769481146e-05,0.21386520503451076,0.895716
3.212060215422172e-05,0.21386520503451076,0.895663
3.212060215422172e-05,0.21518473406414942,0.8948838
4.282746953896229e-05,0.21518473406414942,0.8948292
4.282746953896229e-05,0.21838205440519692,0.892761
5.3534336923702865e-05,0.21838205440519692,0.89275986
5.3534336923702865e-05,0.222442143727162,0.8898321
6.424120430844344e-05,0.222442143727162,0.8898214
6.424120430844344e-05,0.2265022330491271,0.8869244
7.494807169318401e-05,0.2265022330491271,0.8869193
7.494807169318401e-05,0.23071457572066587,0.884173
8.565493907792458e-05,0.23071457572066587,0.8841576
8.565493907792458e-05,0.23391189606171336,0.8816531
9.636180646266516e-05,0.23391189606171336,0.8816426
9.636180646266516e-05,0.23680470970361348,0.87947035
0.00010706867384740573,0.23680470970361348,0.8794668
0.00010706867384740573,0.2377182298010556,0.8788174
0.0001177755412321463,0.2377182298010556,0.8788136
0.0001177755412321463,0.23984977669508728,0.8775966
0.00012848240861688688,0.23984977669508728,0.8775907
0.00012848240861688688,0.2413723101908242,0.8758507
0.00013918927600162743,0.2413723101908242,0.8758157
0.00013918927600162743,0.2434531059683313,0.8743692
0.00013918927600162743,0.24355460820138042,0.87430197
0.00013918927600162743,0.2441636215996752,0.87402165
0.00014989614338636802,0.2441636215996752,0.87401944
0.00014989614338636802,0.2447218838814454,0.8735741
0.00014989614338636802,0.24482338611449453,0.873521
0.00014989614338636802,0.2464981729598051,0.8722306
0.00016060301077110858,0.2464981729598051,0.8721182
0.00016060301077110858,0.2502537555826228,0.86999685
0.00017130987815584917,0.2502537555826228,0.869978
0.00017130987815584917,0.2540093382054405,0.8673854
0.00018201674554058973,0.2540093382054405,0.8673618
0.00018201674554058973,0.25852618757612666,0.8644524
0.00018201674554058973,0.2586276898091758,0.8644508
0.00018201674554058973,0.25888144539179864,0.86432767
0.0001927236129253303,0.25888144539179864,0.8642452
0.0001927236129253303,0.26355054811205847,0.8606466
0.00020343048031007087,0.26355054811205847,0.86051244
0.00020343048031007087,0.2659866017052375,0.8582669
0.00020343048031007087,0.26608810393828664,0.85822237
0.00020343048031007087,0.2679151441331709,0.8565065
0.00021413734769481146,0.2679151441331709,0.85647947
0.00021413734769481146,0.2681181485992692,0.85617435
0.00022484421507955202,0.2681181485992692,0.8560961
0.00022484421507955202,0.27248274462038163,0.85297114
0.0002355510824642926,0.27248274462038163,0.852967
0.0002355510824642926,0.27583231831100286,0.85027766
0.0002355510824642926,0.27593382054405197,0.8502323
0.0002355510824642926,0.27659358505887127,0.8499508
0.0002462579498490332,0.27659358505887127,0.84994215
0.0002462579498490332,0.2799431587494925,0.84727836
0.00025696481723377375,0.2799431587494925,0.84720474
0.00025696481723377375,0.28197320341047505,0.84566075
0.00025696481723377375,0.28207470564352416,0.8456599
0.00025696481723377375,0.28486601705237513,0.84424126
0.0002676716846185143,0.28486601705237513,0.8442396
0.0002676716846185143,0.2910576532683719,0.84057516
0.00027837855200325487,0.2910576532683719,0.8405523
0.00027837855200325487,0.29669102720259843,0.8363043
0.0002890854193879955,0.29669102720259843,0.83629227
0.0002890854193879955,0.3044559480308567,0.8307452
0.00029979228677273604,0.3044559480308567,0.83074194
0.00029979228677273604,0.3092265529841656,0.82782996
0.0003104991541574766,0.3092265529841656,0.8278053
0.0003104991541574766,0.315925700365408,0.8236823
0.00032120602154221716,0.315925700365408,0.8236558
0.00032120602154221716,0.33069427527405604,0.81530225
0.0003319128889269578,0.33069427527405604,0.81529886
0.0003319128889269578,0.3449553390174584,0.8063035
0.00034261975631169833,0.3449553390174584,0.80623585
0.00034261975631169833,0.3454120990661795,0.8056238
0.0003533266236964389,0.3454120990661795,0.8056213
0.0003533266236964389,0.34693463256191637,0.8045188
0.00036403349108117945,0.34693463256191637,0.80446476
0.00036403349108117945,0.34820341047503045,0.80323386
0.00037474035846592007,0.34820341047503045,0.8031918
0.00037474035846592007,0.34886317498984976,0.80280703
0.00037474035846592007,0.3489646772228989,0.8027817
0.00037474035846592007,0.3511977263499797,0.8013771
0.0003854472258506606,0.3511977263499797,0.8013433
0.0003854472258506606,0.351857490864799,0.8010054
0.0003961540932354012,0.351857490864799,0.8009763
0.0003961540932354012,0.3524665042630938,0.8002888
0.00040686096062014175,0.3524665042630938,0.80027866
0.00040686096062014175,0.35292326431181487,0.799948
0.0004175678280048823,0.35292326431181487,0.7999027
0.0004175678280048823,0.35403978887535525,0.79924244
0.0004282746953896229,0.35403978887535525,0.7992222
0.0004282746953896229,0.35409053999187984,0.7992089
0.0004389815627743635,0.35409053999187984,0.79918903
0.0004389815627743635,0.35424279334145353,0.79911184
0.00044968843015910404,0.35424279334145353,0.7990322
0.00044968843015910404,0.35475030450669914,0.7987358
0.0004603952975438446,0.35475030450669914,0.7987141
0.0004603952975438446,0.3567803491676817,0.79770815
0.0004711021649285852,0.3567803491676817,0.7976895
0.0004711021649285852,0.3587088915956151,0.7963118
0.00048180903231332577,0.3587088915956151,0.7961818
0.00048180903231332577,0.36043442955745025,0.79523593
0.0004925158996980664,0.36043442955745025,0.7951837
0.0004925158996980664,0.36672756800649614,0.78938323
0.0005032227670828069,0.36672756800649614,0.78933656
0.0005032227670828069,0.3688083637840032,0.7873602
