,precision,recall,f1-score,support
0.0,0.9795818188193219,0.9214278646892624,0.9496153453960413,90961.0
1.0,0.6635280824819924,0.8897165582980873,0.7601531740467073,15841.0
accuracy,0.9167244059100017,0.9167244059100017,0.9167244059100017,0.9167244059100017
macro avg,0.8215549506506572,0.9055722114936748,0.8548842597213744,106802.0
weighted avg,0.9327043517557873,0.9167244059100017,0.9215140902103257,106802.0
