,precision,recall,f1-score,support
0,0.96,0.42857142857142855,0.5925925925925924,56.0
1,0.632183908045977,0.9821428571428571,0.7692307692307692,56.0
accuracy,0.7053571428571429,0.7053571428571429,0.7053571428571429,0.7053571428571429
macro avg,0.7960919540229885,0.7053571428571428,0.6809116809116809,112.0
weighted avg,0.7960919540229884,0.7053571428571429,0.6809116809116809,112.0
