,precision,recall,f1-score,support
0,0.525,1.0,0.6885245901639345,42.0
1,1.0,0.09523809523809523,0.17391304347826084,42.0
accuracy,0.5476190476190477,0.5476190476190477,0.5476190476190477,0.5476190476190477
macro avg,0.7625,0.5476190476190477,0.4312188168210977,84.0
weighted avg,0.7625,0.5476190476190477,0.43121881682109764,84.0
