,precision,recall,f1-score,support
0,0.6857142857142857,0.7741935483870968,0.7272727272727272,62.0
1,0.391304347826087,0.2903225806451613,0.33333333333333337,31.0
accuracy,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516
macro avg,0.5385093167701863,0.532258064516129,0.5303030303030303,93.0
weighted avg,0.5875776397515527,0.6129032258064516,0.5959595959595959,93.0
