,precision,recall,f1-score,support
0,0.6756756756756757,0.8064516129032258,0.7352941176470588,62.0
1,0.3684210526315789,0.22580645161290322,0.28,31.0
accuracy,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516
macro avg,0.5220483641536273,0.5161290322580645,0.5076470588235293,93.0
weighted avg,0.57325746799431,0.6129032258064516,0.5835294117647059,93.0
