,precision,recall,f1-score,support
0.0,0.9736198830409357,0.9909292733300399,0.9821983227781825,168013.0
1.0,0.8349220103986135,0.6308208527702758,0.7186611346790358,12219.0
accuracy,0.9665153801766612,0.9665153801766612,0.9665153801766612,0.9665153801766612
macro avg,0.9042709467197746,0.8108750630501578,0.8504297287286091,180232.0
weighted avg,0.9642167287408308,0.9665153801766612,0.9643315682541054,180232.0
