,precision,recall,f1-score,support
0,0.6666666666666666,0.8064516129032258,0.7299270072992701,62.0
1,0.3333333333333333,0.1935483870967742,0.24489795918367346,31.0
accuracy,0.6021505376344086,0.6021505376344086,0.6021505376344086,0.6021505376344086
macro avg,0.5,0.5,0.4874124832414718,93.0
weighted avg,0.5555555555555555,0.6021505376344086,0.5682506579274045,93.0
