,precision,recall,f1-score,support
0.0,0.9744643158919133,0.9916267871650271,0.9829706439059946,168633.0
1.0,0.8473348470104877,0.6413781815205827,0.7301099310601826,12219.0
accuracy,0.9679627540751554,0.9679627540751554,0.9679627540751554,0.9679627540751554
macro avg,0.9108995814512004,0.8165024843428048,0.8565402874830886,180852.0
weighted avg,0.9658749998751585,0.9679627540751554,0.9658864808872668,180852.0
