,precision,recall,f1-score,support
0.0,0.961000338667344,0.9982629918316641,0.9792773215277516,90961.0
1.0,0.9881771924573481,0.7818364809661951,0.8729796727813586,16891.0
accuracy,0.9643678374068168,0.9643678374068168,0.9643678374068168,0.9643678374068168
macro avg,0.9745887655623461,0.8900497363989296,0.9261284971545551,107852.0
weighted avg,0.9652565809008395,0.9643678374068168,0.9626297527763578,107852.0
