,precision,recall,f1-score,support
0,0.7547169811320755,0.9523809523809523,0.8421052631578947,42.0
1,0.9354838709677419,0.6904761904761905,0.7945205479452055,42.0
accuracy,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.8214285714285714
macro avg,0.8451004260499086,0.8214285714285714,0.8183129055515501,84.0
weighted avg,0.8451004260499088,0.8214285714285714,0.8183129055515501,84.0
