,precision,recall,f1-score,support
0,0.9882283964691704,0.9776245408261907,0.9828978699279177,155170.0
1,0.7320780924454048,0.8400035417035594,0.7823362058302065,11294.0
accuracy,0.9682874375240292,0.9682874375240292,0.9682874375240292,0.9682874375240292
macro avg,0.8601532444572876,0.9088140412648751,0.8826170378790621,166464.0
weighted avg,0.9708494945225368,0.9682874375240292,0.9692904627148294,166464.0
