,precision,recall,f1-score,support
0.0,0.9872520916357873,0.9866944617516726,0.9869731979299237,171733.0
1.0,0.8144689834361806,0.8209346100335543,0.8176890156918688,12219.0
accuracy,0.9756838740541011,0.9756838740541011,0.9756838740541011,0.9756838740541011
macro avg,0.9008605375359839,0.9038145358926135,0.9023311068108962,183952.0
weighted avg,0.9757749845693189,0.9756838740541011,0.9757285067998094,183952.0
