,precision,recall,f1-score,support
0.0,0.9136459547129405,0.9510555992656701,0.9319755208249674,30504.0
1.0,0.863901549680948,0.7755953842376626,0.8173703048859373,12219.0
accuracy,0.9008730660300073,0.9008730660300073,0.9008730660300073,0.9008730660300073
macro avg,0.8887737521969443,0.8633254917516664,0.8746729128554523,42723.0
weighted avg,0.8994187963887142,0.9008730660300073,0.8991978335474118,42723.0
