,precision,recall,f1-score,support
0,0.7727272727272727,0.8225806451612904,0.796875,62.0
1,0.5925925925925926,0.5161290322580645,0.5517241379310345,31.0
accuracy,0.7204301075268817,0.7204301075268817,0.7204301075268817,0.7204301075268817
macro avg,0.6826599326599326,0.6693548387096775,0.6742995689655172,93.0
weighted avg,0.712682379349046,0.7204301075268817,0.7151580459770115,93.0
