,precision,recall,f1-score,support
0,0.8,0.8387096774193549,0.8188976377952757,62.0
1,0.6428571428571429,0.5806451612903226,0.6101694915254238,31.0
accuracy,0.7526881720430108,0.7526881720430108,0.7526881720430108,0.7526881720430108
macro avg,0.7214285714285715,0.7096774193548387,0.7145335646603497,93.0
weighted avg,0.7476190476190477,0.7526881720430108,0.7493215890386584,93.0
