,precision,recall,f1-score,support
0.0,0.9892010407226591,0.9851804836577711,0.9871866685338188,171733.0
1.0,0.8029728265077031,0.8488419674277764,0.8252705283259072,12219.0
accuracy,0.9761242063146908,0.9761242063146908,0.9761242063146908,0.9761242063146908
macro avg,0.8960869336151811,0.9170112255427738,0.906228598429863,183952.0
weighted avg,0.9768308433369686,0.9761242063146908,0.9764313991309284,183952.0
