,precision,recall,f1-score,support
0,0.9655172413793104,1.0,0.9824561403508771,56.0
1,1.0,0.9642857142857143,0.9818181818181818,56.0
accuracy,0.9821428571428571,0.9821428571428571,0.9821428571428571,0.9821428571428571
macro avg,0.9827586206896552,0.9821428571428572,0.9821371610845295,112.0
weighted avg,0.9827586206896551,0.9821428571428571,0.9821371610845295,112.0
