,precision,recall,f1-score,support
0,0.9004533049363104,0.9104827131728211,0.9054402363920949,169956.0
1,0.8950403929603797,0.8835022200430389,0.889233879949965,146844.0
accuracy,0.8979766414141415,0.8979766414141415,0.8979766414141415,0.8979766414141415
macro avg,0.8977468489483451,0.8969924666079301,0.8973370581710299,316800.0
weighted avg,0.8979442972147399,0.8979766414141415,0.8979282218548849,316800.0
