,precision,recall,f1-score,support
0,0.9840856443612663,0.9735927232706438,0.9788110634171105,154465.0
1,0.6848246020707773,0.7846834882691457,0.731361142055535,11295.0
accuracy,0.9607203185328186,0.9607203185328186,0.9607203185328186,0.9607203185328186
macro avg,0.8344551232160218,0.8791381057698948,0.8550861027363228,165760.0
weighted avg,0.9636937918475653,0.9607203185328186,0.9619496561911273,165760.0
