,precision,recall,f1-score,support
0,0.9932178201101091,0.9459932443300627,0.9690305147301127,155425.0
1,0.5507626438319507,0.9111111111111111,0.6865243495663775,11295.0
accuracy,0.943630038387716,0.943630038387716,0.943630038387716,0.943630038387716
macro avg,0.7719902319710299,0.928552177720587,0.8277774321482452,166720.0
weighted avg,0.9632422250041722,0.943630038387716,0.9498911964988004,166720.0
