fpr,tpr,threshold
0.0,0.0,1.9999988
0.0,8.852691218130312e-05,0.9999988
0.0,0.029656515580736544,0.99715793
0.0,0.02983356940509915,0.9971578
0.0,0.030010623229461755,0.9971572
0.0,0.03018767705382436,0.9971403
0.0,0.034525495750708214,0.9967443
0.0,0.034702549575070823,0.9967372
0.0,0.044971671388101986,0.99616253
0.0,0.04514872521246459,0.99616134
0.0,0.046653682719546744,0.9960989
0.0,0.046830736543909346,0.9960968
0.0,0.04815864022662889,0.99602157
0.0,0.0483356940509915,0.99601895
0.0,0.05603753541076487,0.99572635
0.0,0.056214589235127475,0.9957223
0.0,0.06701487252124647,0.9953505
0.0,0.06719192634560907,0.99534976
0.0,0.06878541076487252,0.9952695
0.0,0.06896246458923513,0.99526924
0.0,0.07241501416430594,0.9952017
0.0,0.07276912181303116,0.9952004
0.0,0.07312322946175637,0.9951982
0.0,0.07330028328611898,0.99519616
0.0,0.07453966005665723,0.99518543
0.0,0.07471671388101983,0.99518496
0.0,0.07701841359773372,0.9951703
0.0,0.07719546742209632,0.99516886
0.0,0.07746104815864023,0.99516606
0.0,0.07763810198300283,0.99516594
0.0,0.0795856940509915,0.995155
0.0,0.07985127478753541,0.9951546
0.0,0.07993980169971672,0.99515367
0.0,0.08011685552407932,0.99515295
0.0,0.08020538243626062,0.995152
0.0,0.08038243626062323,0.9951519
0.0,0.08126770538243626,0.99514765
0.0,0.08144475920679886,0.9951473
0.0,0.0824185552407932,0.9951389
0.0,0.08259560906515581,0.9951379
0.0,0.08277266288951841,0.9951368
0.0,0.08312677053824363,0.99513656
0.0,0.08356940509915015,0.995135
0.0,0.08374645892351275,0.99513453
0.0,0.08436614730878186,0.99513227
0.0,0.08454320113314448,0.99513215
0.0,0.08480878186968839,0.99513173
0.0,0.08498583569405099,0.9951316
0.0,0.0852514164305949,0.9951315
0.0,0.0854284702549575,0.9951314
0.0,0.08587110481586402,0.9951302
0.0,0.08604815864022664,0.99512994
0.0,0.08622521246458924,0.9951296
0.0,0.08640226628895184,0.9951292
0.0,0.0882613314447592,0.99512285
0.0,0.08843838526912182,0.9951225
0.0,0.08888101983002833,0.9951207
0.0,0.08914660056657224,0.9951206
0.0,0.09029745042492918,0.9951148
0.0,0.090828611898017,0.9951127
0.0,0.0909171388101983,0.99511236
0.0,0.09109419263456091,0.99511176
0.0,0.09197946175637393,0.99510705
0.0,0.09215651558073655,0.995106
0.0,0.09268767705382436,0.9951042
0.0,0.09286473087818697,0.9951041
0.0,0.09295325779036827,0.99510384
0.0,0.09321883852691218,0.9951037
0.0,0.09383852691218131,0.99510056
0.0,0.09401558073654391,0.9951001
0.0,0.09463526912181303,0.9950984
0.0,0.09490084985835694,0.9950983
0.0,0.09507790368271955,0.99509794
0.0,0.09525495750708216,0.99509746
0.0,0.09560906515580736,0.9950966
0.0,0.09578611898016998,0.9950965
0.0,0.09587464589235127,0.9950964
0.0,0.09622875354107649,0.9950958
0.0,0.0964943342776204,0.9950949
0.0,0.09782223796033994,0.99508864
0.0,0.09799929178470256,0.99508816
0.0,0.09870750708215298,0.99508345
0.0,0.09897308781869689,0.99508333
0.0,0.099592776203966,0.99507964
0.0,0.09976983002832861,0.9950795
0.0,0.10003541076487252,0.9950789
0.0,0.10030099150141643,0.99507856
0.0,0.10065509915014165,0.99507767
0.0,0.10083215297450425,0.99507755
0.0,0.10171742209631728,0.99507165
0.0,0.10189447592067989,0.9950713
0.0,0.1024256373937677,0.99506915
0.0,0.10260269121813032,0.9950676
0.0,0.10313385269121814,0.9950558
0.0,0.10348796033994334,0.9950539
0.0,0.10410764872521247,0.99505
0.0,0.10428470254957507,0.99504846
0.0,0.1106586402266289,0.9949522
0.0,0.1108356940509915,0.9949521
0.0,0.11110127478753541,0.99494475
0.0,0.11127832861189801,0.9949393
0.0,0.1341182719546742,0.99417096
0.0,0.13429532577903683,0.99416935
0.0,0.13765934844192634,0.993989
0.0,0.13783640226628896,0.9939866
0.0,0.14084631728045327,0.9938274
0.0,0.14102337110481586,0.9938247
0.0,0.14190864022662888,0.9937523
0.0,0.1420856940509915,0.9937459
0.0,0.14730878186968838,0.9934956
0.0,0.147485835694051,0.99348855
0.0,0.1481940509915014,0.99345183
0.0,0.14837110481586402,0.9934511
0.0,0.15155807365439095,0.99325186
0.0,0.15173512747875353,0.9932458
0.0,0.15217776203966005,0.993222
0.0,0.15235481586402266,0.9932147
0.0,0.1529745042492918,0.99318343
0.0,0.15315155807365438,0.99318016
0.0,0.15447946175637395,0.99312073
0.0,0.15465651558073654,0.9931195
0.0,0.1674929178470255,0.992365
0.0,0.1676699716713881,0.9923586
0.0,0.1678470254957507,0.99234736
6.484747873002698e-06,0.1678470254957507,0.99234724
6.484747873002698e-06,0.17510623229461755,0.991808
1.2969495746005396e-05,0.17510623229461755,0.99180084
1.2969495746005396e-05,0.17519475920679886,0.99178195
1.945424361900809e-05,0.17519475920679886,0.99178034
1.945424361900809e-05,0.17758498583569404,0.99162185
2.5938991492010792e-05,0.17758498583569404,0.9916163
2.5938991492010792e-05,0.1790014164305949,0.99149513
3.2423739365013486e-05,0.1790014164305949,0.9914904
3.2423739365013486e-05,0.1790899433427762,0.99148154
3.890848723801618e-05,0.1790899433427762,0.9914786
3.890848723801618e-05,0.18032932011331446,0.9914067
4.539323511101888e-05,0.18032932011331446,0.9913941
4.539323511101888e-05,0.1815686968838527,0.99128515
5.1877982984021585e-05,0.1815686968838527,0.99126726
5.1877982984021585e-05,0.18298512747875353,0.9911397
5.836273085702428e-05,0.18298512747875353,0.9911389
5.836273085702428e-05,0.18590651558073654,0.9909223
6.484747873002697e-05,0.18590651558073654,0.9909134
6.484747873002697e-05,0.18608356940509915,0.99090004
7.133222660302968e-05,0.18608356940509915,0.99089944
7.133222660302968e-05,0.18652620396600567,0.99087054
7.781697447603237e-05,0.18661473087818697,0.99086
7.781697447603237e-05,0.18767705382436262,0.9908069
8.430172234903507e-05,0.18767705382436262,0.99080455
8.430172234903507e-05,0.18865084985835695,0.99076146
8.430172234903507e-05,0.18882790368271954,0.99075633
9.078647022203776e-05,0.18882790368271954,0.9907416
9.078647022203776e-05,0.18989022662889518,0.9906721
0.00010375596596804317,0.18989022662889518,0.9906573
0.00010375596596804317,0.19024433427762039,0.99063665
0.00011024071384104586,0.19024433427762039,0.99063146
0.00011024071384104586,0.19475920679886685,0.9903403
0.00011672546171404856,0.19475920679886685,0.9903284
0.00011672546171404856,0.19484773371104816,0.99031365
0.00012321020958705125,0.19484773371104816,0.9903128
0.00012321020958705125,0.19830028328611898,0.99013406
0.00012969495746005394,0.19830028328611898,0.99013186
0.00012969495746005394,0.199185552407932,0.99006397
0.00013617970533305666,0.199185552407932,0.99005157
0.00013617970533305666,0.2013987252124646,0.98990506
0.00014266445320605935,0.2013987252124646,0.98990005
0.00014266445320605935,0.2016643059490085,0.98988193
0.00014914920107906204,0.2017528328611898,0.9898818
0.00014914920107906204,0.20343484419263455,0.9897621
0.00015563394895206473,0.20343484419263455,0.9897573
0.00015563394895206473,0.20901203966005666,0.98959726
0.00015563394895206473,0.20936614730878186,0.9895947
0.00015563394895206473,0.2133498583569405,0.98954785
0.00015563394895206473,0.21352691218130312,0.98954564
0.00015563394895206473,0.21467776203966005,0.98953444
0.00015563394895206473,0.21485481586402266,0.98953384
0.00015563394895206473,0.21892705382436262,0.98948276
0.00015563394895206473,0.21928116147308782,0.989479
0.00015563394895206473,0.21990084985835695,0.9894723
0.00015563394895206473,0.22007790368271954,0.98946893
0.00015563394895206473,0.22105169971671387,0.9894546
0.00016211869682506745,0.22105169971671387,0.9894532
0.00016211869682506745,0.2215828611898017,0.98943835
0.00016211869682506745,0.2217599150141643,0.98943806
0.00016211869682506745,0.22211402266288952,0.98943245
0.00016211869682506745,0.22229107648725213,0.98942494
0.00016211869682506745,0.22512393767705383,0.9893741
0.00016211869682506745,0.22530099150141644,0.9893718
0.00016211869682506745,0.22645184135977336,0.9893435
0.00016211869682506745,0.22662889518413598,0.9893385
0.00016211869682506745,0.23238314447592068,0.98905563
0.00016860344469807014,0.23238314447592068,0.98905504
0.00016860344469807014,0.23486189801699717,0.98886627
0.00016860344469807014,0.23503895184135978,0.98886
0.00016860344469807014,0.24185552407932012,0.98818845
0.00017508819257107283,0.24185552407932012,0.98818713
0.00017508819257107283,0.24282932011331446,0.9880989
0.00018157294044407552,0.24282932011331446,0.9880854
0.00018157294044407552,0.247078611898017,0.98748374
0.00018805768831707824,0.247078611898017,0.9874626
0.00018805768831707824,0.2474327195467422,0.9874287
0.00019454243619008093,0.2474327195467422,0.98742515
0.00019454243619008093,0.24796388101983002,0.98735934
0.00019454243619008093,0.24814093484419264,0.98734295
0.00019454243619008093,0.2502655807365439,0.98701847
0.00020102718406308362,0.2502655807365439,0.9869746
0.00020102718406308362,0.25442634560906513,0.9864594
0.00020102718406308362,0.25460339943342775,0.98645914
0.00020102718406308362,0.2550460339943343,0.9864009
0.00020102718406308362,0.2552230878186969,0.9863951
0.00020102718406308362,0.25761331444759206,0.9860495
0.00020751193193608634,0.25761331444759206,0.9860432
0.00020751193193608634,0.2577903682719547,0.98604196
0.00020751193193608634,0.2579674220963173,0.9860379
0.00021399667980908903,0.2579674220963173,0.9860118
0.00021399667980908903,0.25920679886685555,0.98592883
0.00022048142768209172,0.25920679886685555,0.9858882
0.00022048142768209172,0.26265934844192634,0.98548037
0.00022048142768209172,0.26283640226628896,0.9854785
0.00022048142768209172,0.267528328611898,0.9848406
0.00023345092342809713,0.267528328611898,0.9848224
0.00023345092342809713,0.26832507082152973,0.9845711
0.00023993567130109982,0.26832507082152973,0.9845707
0.00023993567130109982,0.27071529745042494,0.9841978
0.0002464204191741025,0.27071529745042494,0.98419327
0.0002464204191741025,0.2710694050991501,0.98415184
0.0002464204191741025,0.27124645892351273,0.9840984
0.0002464204191741025,0.27204320113314445,0.98397857
0.0002529051670471052,0.27204320113314445,0.98397034
0.0002529051670471052,0.2723087818696884,0.983922
