,precision,recall,f1-score,support
0,0.9932178659245049,0.9459935918057468,0.9690307188379436,155426.0
1,0.5507385998715478,0.9111032406587568,0.6865034358529587,11294.0
accuracy,0.943630038387716,0.943630038387716,0.943630038387716,0.943630038387716
macro avg,0.7719782328980264,0.9285484162322518,0.8277670773454511,166720.0
weighted avg,0.9632432928030911,0.943630038387716,0.9498916645311272,166720.0
