,precision,recall,f1-score,support
0,0.6944444444444444,0.8064516129032258,0.746268656716418,62.0
1,0.42857142857142855,0.2903225806451613,0.34615384615384615,31.0
accuracy,0.6344086021505376,0.6344086021505376,0.6344086021505376,0.6344086021505376
macro avg,0.5615079365079365,0.5483870967741935,0.546211251435132,93.0
weighted avg,0.6058201058201058,0.6344086021505376,0.6128970531955608,93.0
