,precision,recall,f1-score,support
0,0.9882730599434815,0.9765100239339115,0.982356329650557,155428.0
1,0.7221884035915386,0.8405065533120794,0.7768682982728985,11292.0
accuracy,0.9672984644913628,0.9672984644913628,0.9672984644913628,0.9672984644913628
macro avg,0.8552307317675101,0.9085082886229954,0.8796123139617278,166720.0
weighted avg,0.9702510593465157,0.9672984644913628,0.9684385582355106,166720.0
