,precision,recall,f1-score,support
0.0,0.9574392696728743,0.9836720272382706,0.9703783897969424,93398.0
1.0,0.9110527850685332,0.7927324401136825,0.8477842003853565,19704.0
accuracy,0.9504075966826404,0.9504075966826404,0.9504075966826404,0.9504075966826404
macro avg,0.9342460273707037,0.8882022336759765,0.9090812950911494,113102.0
weighted avg,0.9493580748872477,0.9504075966826404,0.949020713467913,113102.0
