,precision,recall,f1-score,support
0.0,0.9868560128200757,0.9879676406335336,0.9874115138592752,58592.0
1.0,0.6003401360544217,0.578688524590164,0.5893155258764607,1830.0
accuracy,0.9755718115918043,0.9755718115918043,0.9755718115918043,0.9755718115918043
macro avg,0.7935980744372487,0.7833280826118487,0.788363519867868,60422.0
weighted avg,0.975149613586665,0.9755718115918043,0.9753543880109327,60422.0
