,precision,recall,f1-score,support
0,0.7936507936507936,0.8064516129032258,0.7999999999999999,62.0
1,0.6,0.5806451612903226,0.5901639344262295,31.0
accuracy,0.7311827956989247,0.7311827956989247,0.7311827956989247,0.7311827956989247
macro avg,0.6968253968253968,0.6935483870967742,0.6950819672131148,93.0
weighted avg,0.729100529100529,0.7311827956989247,0.7300546448087432,93.0
