,precision,recall,f1-score,support
0,0.9885006518904824,0.9756091284011144,0.9820125830966853,155427.0
1,0.7153903903903904,0.8437970424156557,0.7743062609190265,11293.0
accuracy,0.9666806621880998,0.9666806621880998,0.9666806621880998,0.9666806621880998
macro avg,0.8519455211404364,0.909703085408385,0.8781594220078559,166720.0
weighted avg,0.9700011666270435,0.9666806621880998,0.9679433202826719,166720.0
