,precision,recall,f1-score,support
0.0,0.9281740349371045,0.9379151191476672,0.9330191525546572,295096.0
1.0,0.00038192928852029683,0.00032672112018669776,0.0003521746786406057,21425.0
accuracy,0.8744506683600772,0.8744506683600772,0.8744506683600772,0.8744506683600772
macro avg,0.4642779821128124,0.469120920133927,0.46668566361664887,316521.0
weighted avg,0.865372685694808,0.8744506683600772,0.8698878279316664,316521.0
