,precision,recall,f1-score,support
0.0,0.9751020384330167,0.9902865987084378,0.9826356607392935,168633.0
1.0,0.8292504951527155,0.6510352729355922,0.7294150009169266,12219.0
accuracy,0.9673655806958176,0.9673655806958176,0.9673655806958176,0.9673655806958176
macro avg,0.9021762667928661,0.8206609358220149,0.85602533082811,180852.0
weighted avg,0.9652477929320435,0.9673655806958176,0.9655271784312766,180852.0
