,precision,recall,f1-score,support
0.0,0.8969097578291394,1.0,0.9456535864474443,90961.0
1.0,1.0,0.29315124061929554,0.4533904951116223,14791.0
accuracy,0.9011366215296165,0.9011366215296165,0.9011366215296165,0.9011366215296165
macro avg,0.9484548789145697,0.6465756203096478,0.6995220407795333,105752.0
weighted avg,0.9113284711579578,0.9011366215296165,0.8768032253767493,105752.0
