,precision,recall,f1-score,support
0,1.0,0.6744186046511628,0.8055555555555556,43.0
1,0.7543859649122807,1.0,0.86,43.0
accuracy,0.8372093023255814,0.8372093023255814,0.8372093023255814,0.8372093023255814
macro avg,0.8771929824561404,0.8372093023255813,0.8327777777777778,86.0
weighted avg,0.8771929824561403,0.8372093023255814,0.8327777777777778,86.0
