,precision,recall,f1-score,support
0,0.9562170808264009,0.9591635338345864,0.9576880410484652,148960.0
1,0.4386822921472732,0.420856940509915,0.429584782903357,11296.0
accuracy,0.9212197983226837,0.9212197983226837,0.9212197983226837,0.9212197983226837
macro avg,0.697449686486837,0.6900102371722507,0.6936364119759111,160256.0
weighted avg,0.9197374920876363,0.9212197983226837,0.9204635102726618,160256.0
