,precision,recall,f1-score,support
0,0.5833333333333334,1.0,0.7368421052631579,42.0
1,1.0,0.2857142857142857,0.4444444444444445,42.0
accuracy,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429
macro avg,0.7916666666666667,0.6428571428571428,0.5906432748538012,84.0
weighted avg,0.7916666666666666,0.6428571428571429,0.5906432748538012,84.0
