,precision,recall,f1-score,support
0,0.9849995368440554,0.989323905496793,0.9871569853293143,171973.0
1,0.8398464759246337,0.7879531876585645,0.8130726681585947,12219.0
accuracy,0.9759652970813064,0.9759652970813064,0.9759652970813064,0.9759652970813064
macro avg,0.9124230063843446,0.8886385465776787,0.9001148267439545,184192.0
weighted avg,0.9753703170550612,0.9759652970813064,0.9756085126947317,184192.0
