,precision,recall,f1-score,support
0.0,0.9850425238778986,0.9902695879331203,0.9876491399861279,171113.0
1.0,0.8527981610821325,0.7894263032981422,0.8198895027624309,12219.0
accuracy,0.9768834682434054,0.9768834682434054,0.9768834682434054,0.9768834682434054
macro avg,0.9189203424800155,0.8898479456156312,0.9037693213742795,183332.0
weighted avg,0.9762284932176676,0.9768834682434054,0.9764680313567758,183332.0
