,precision,recall,f1-score,support
0,0.7241379310344828,1.0,0.8400000000000001,42.0
1,1.0,0.6190476190476191,0.7647058823529412,42.0
accuracy,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095
macro avg,0.8620689655172413,0.8095238095238095,0.8023529411764707,84.0
weighted avg,0.8620689655172414,0.8095238095238095,0.8023529411764707,84.0
