,precision,recall,f1-score,support
0.0,0.9832121961727143,0.8070197451720715,0.8864456472710871,87667.0
1.0,0.16018863241499132,0.7276211950394589,0.26257119609438573,4435.0
accuracy,0.8031964561030163,0.8031964561030163,0.8031964561030163,0.8031964561030163
macro avg,0.5717004142938528,0.7673204701057652,0.5745084216827364,92102.0
weighted avg,0.9435810317542924,0.8031964561030163,0.8564041368699158,92102.0
