,precision,recall,f1-score,support
0,0.9613815754622027,0.9975703873088466,0.9791417133361389,90961.0
1,0.9858033018564913,0.808066979095361,0.8881301001215348,18991.0
accuracy,0.9648392025611175,0.9648392025611175,0.9648392025611175,0.9648392025611175
macro avg,0.9735924386593471,0.9028186832021038,0.9336359067288369,109952.0
weighted avg,0.9655997161595429,0.9648392025611175,0.9634221125416236,109952.0
