,precision,recall,f1-score,support
0.0,0.9846874164953004,0.9888404706486295,0.9867595737682969,171423.0
1.0,0.8335942936673626,0.7842703985596202,0.8081804764916719,12219.0
accuracy,0.9752289781204735,0.9752289781204735,0.9752289781204735,0.9752289781204735
macro avg,0.9091408550813316,0.8865554346041249,0.8974700251299844,183642.0
weighted avg,0.9746341233061904,0.9752289781204735,0.9748774444644173,183642.0
