,precision,recall,f1-score,support
0.0,0.9765018234865062,0.9887446603605253,0.9825851075073101,169253.0
1.0,0.8113300980489254,0.6704312955233652,0.7341817530023301,12219.0
accuracy,0.9673117615940752,0.9673117615940752,0.9673117615940752,0.9673117615940752
macro avg,0.8939159607677158,0.8295879779419453,0.8583834302548201,181472.0
weighted avg,0.965380365007392,0.9673117615940752,0.9658594385958729,181472.0
