,precision,recall,f1-score,support
0,0.6911764705882353,0.7580645161290323,0.7230769230769231,62.0
1,0.4,0.3225806451612903,0.3571428571428571,31.0
accuracy,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516
macro avg,0.5455882352941177,0.5403225806451613,0.5401098901098901,93.0
weighted avg,0.5941176470588235,0.6129032258064516,0.6010989010989011,93.0
