,precision,recall,f1-score,support
0.0,0.9830866191311851,0.9890142117271676,0.9860415070728099,170493.0
1.0,0.8326333660977572,0.7625828627547262,0.796070055531824,12219.0
accuracy,0.9738714479618197,0.9738714479618197,0.9738714479618197,0.9738714479618197
macro avg,0.9078599926144711,0.8757985372409469,0.891055781302317,182712.0
weighted avg,0.9730249466695218,0.9738714479618197,0.973337025887232,182712.0
