,precision,recall,f1-score,support
0,0.9193147576801642,0.9011349796127301,0.9101340931848099,169959.0
1,0.8881306507236921,0.9084588091881696,0.8981797248209855,146841.0
accuracy,0.9045296717171717,0.9045296717171717,0.9045296717171717,0.9045296717171717
macro avg,0.9037227042019282,0.9047968944004499,0.9041569090028977,316800.0
weighted avg,0.904860510680179,0.9045296717171717,0.9045930849622329,316800.0
